id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,attack_score,defence_score,overall_custom
18,47,8564,2012-02-22 00:00:00,45,Balanced,49.0,Little,50.0,Mixed,Organised,65.0,Normal,24.5,Little,50.0,Normal,Free Form,45,Medium,45.0,Press,50.0,Normal,Cover,46.5,46.666666666666664,46.58333333333333
19,47,8564,2013-09-20 00:00:00,48,Balanced,49.0,Little,54.0,Mixed,Organised,51.0,Normal,53.0,Normal,64.0,Normal,Free Form,48,Medium,49.0,Press,53.0,Normal,Cover,56.0,50.0,53.0
20,47,8564,2014-09-19 00:00:00,48,Balanced,70.0,Lots,52.0,Mixed,Organised,66.0,Normal,36.0,Normal,75.0,Lots,Organised,58,Medium,57.0,Press,49.0,Normal,Cover,59.0,54.666666666666664,56.83333333333333
21,47,8564,2015-09-10 00:00:00,48,Balanced,70.0,Lots,52.0,Mixed,Organised,66.0,Normal,36.0,Normal,69.0,Lots,Organised,58,Medium,57.0,Press,49.0,Normal,Cover,57.0,54.666666666666664,55.83333333333333
22,1901,10215,2010-02-22 00:00:00,30,Slow,49.0,Little,30.0,Short,Organised,50.0,Normal,60.0,Normal,55.0,Normal,Organised,30,Deep,30.0,Contain,30.5,Narrow,Offside Trap,55.0,30.166666666666668,42.583333333333336
23,1901,10215,2011-02-22 00:00:00,30,Slow,49.0,Little,50.0,Mixed,Organised,50.0,Normal,50.0,Normal,55.0,Normal,Organised,30,Deep,45.0,Press,65.0,Normal,Cover,51.666666666666664,46.666666666666664,49.166666666666664
24,1901,10215,2012-02-22 00:00:00,45,Balanced,49.0,Little,44.0,Mixed,Organised,55.0,Normal,57.0,Normal,60.0,Normal,Organised,52,Medium,38.0,Press,61.0,Normal,Cover,57.333333333333336,50.333333333333336,53.833333333333336
25,1901,10215,2013-09-20 00:00:00,45,Balanced,49.0,Little,44.0,Mixed,Organised,55.0,Normal,57.0,Normal,60.0,Normal,Organised,52,Medium,38.0,Press,61.0,Normal,Cover,57.333333333333336,50.333333333333336,53.833333333333336
26,1901,10215,2014-09-19 00:00:00,52,Balanced,53.0,Normal,44.0,Mixed,Organised,55.0,Normal,51.0,Normal,60.0,Normal,Organised,39,Medium,38.0,Press,61.0,Normal,Cover,55.333333333333336,46.0,50.66666666666667
27,1901,10215,2015-09-10 00:00:00,53,Balanced,53.0,Normal,44.0,Mixed,Organised,55.0,Normal,51.0,Normal,60.0,Normal,Organised,39,Medium,38.0,Press,61.0,Normal,Cover,55.333333333333336,46.0,50.66666666666667
28,650,10217,2010-02-22 00:00:00,30,Slow,49.0,Little,35.0,Mixed,Organised,30.0,Safe,50.0,Normal,65.0,Normal,Organised,30,Deep,30.0,Contain,30.5,Narrow,Cover,48.333333333333336,30.166666666666668,39.25
29,650,10217,2011-02-22 00:00:00,53,Balanced,49.0,Little,53.0,Mixed,Organised,48.0,Normal,67.0,Lots,66.0,Normal,Organised,46,Medium,62.0,Press,65.0,Normal,Cover,60.333333333333336,57.666666666666664,59.0
30,650,10217,2012-02-22 00:00:00,38,Balanced,49.0,Little,44.0,Mixed,Organised,55.0,Normal,60.0,Normal,44.0,Normal,Organised,50,Medium,58.0,Press,62.0,Normal,Cover,53.0,56.666666666666664,54.83333333333333
31,650,10217,2013-09-20 00:00:00,38,Balanced,49.0,Little,47.0,Mixed,Organised,55.0,Normal,55.0,Normal,44.0,Normal,Organised,50,Medium,58.0,Press,52.0,Normal,Cover,51.333333333333336,53.333333333333336,52.333333333333336
32,650,10217,2014-09-19 00:00:00,58,Balanced,47.0,Normal,55.0,Mixed,Organised,55.0,Normal,52.0,Normal,44.0,Normal,Organised,57,Medium,50.0,Press,52.0,Normal,Cover,50.333333333333336,53.0,51.66666666666667
33,650,10217,2015-09-10 00:00:00,56,Balanced,40.0,Normal,66.0,Mixed,Organised,55.0,Normal,52.0,Normal,38.0,Normal,Organised,40,Medium,50.0,Press,52.0,Normal,Cover,48.333333333333336,47.333333333333336,47.833333333333336
34,245,8593,2010-02-22 00:00:00,30,Slow,49.0,Little,30.0,Short,Free Form,50.0,Normal,60.0,Normal,70.0,Lots,Organised,30,Deep,30.0,Contain,30.5,Narrow,Cover,60.0,30.166666666666668,45.083333333333336
35,245,8593,2011-02-22 00:00:00,40,Balanced,49.0,Little,38.0,Mixed,Free Form,67.0,Risky,65.0,Normal,67.0,Lots,Organised,65,Medium,57.0,Press,63.0,Normal,Cover,66.33333333333333,61.666666666666664,64.0
36,245,8593,2012-02-22 00:00:00,31,Slow,49.0,Little,33.0,Short,Organised,39.0,Normal,64.0,Normal,46.0,Normal,Free Form,68,High,65.0,Press,60.0,Normal,Cover,49.666666666666664,64.33333333333333,57.0
37,245,8593,2013-09-20 00:00:00,35,Balanced,49.0,Little,33.0,Short,Free Form,39.0,Normal,52.0,Normal,46.0,Normal,Free Form,68,High,65.0,Press,50.0,Normal,Cover,45.666666666666664,61.0,53.33333333333333
38,245,8593,2014-09-19 00:00:00,40,Balanced,40.0,Normal,30.0,Short,Organised,51.0,Normal,55.0,Normal,39.0,Normal,Free Form,64,Medium,53.0,Press,64.0,Normal,Cover,48.333333333333336,60.333333333333336,54.333333333333336
39,245,8593,2015-09-10 00:00:00,35,Balanced,43.0,Normal,39.0,Mixed,Organised,58.0,Normal,55.0,Normal,30.0,Little,Free Form,64,Medium,53.0,Press,59.0,Normal,Cover,47.666666666666664,58.666666666666664,53.166666666666664
40,1861,9865,2010-02-22 00:00:00,65,Balanced,49.0,Little,45.0,Mixed,Organised,45.0,Normal,45.0,Normal,70.0,Lots,Organised,69,High,65.0,Press,30.5,Narrow,Cover,53.333333333333336,54.833333333333336,54.083333333333336
41,1861,9865,2011-02-22 00:00:00,55,Balanced,49.0,Little,53.0,Mixed,Organised,57.0,Normal,54.0,Normal,69.0,Lots,Organised,58,Medium,68.0,Double,67.0,Wide,Cover,60.0,64.33333333333333,62.166666666666664
42,1861,9865,2012-02-22 00:00:00,42,Balanced,49.0,Little,70.0,Long,Organised,57.0,Normal,54.0,Normal,40.0,Normal,Organised,37,Medium,53.0,Press,45.0,Normal,Cover,50.333333333333336,45.0,47.66666666666667
43,1861,9865,2013-09-20 00:00:00,46,Balanced,49.0,Little,65.0,Mixed,Organised,57.0,Normal,54.0,Normal,40.0,Normal,Organised,37,Medium,53.0,Press,45.0,Normal,Cover,50.333333333333336,45.0,47.66666666666667
44,1861,9865,2014-09-19 00:00:00,46,Balanced,41.0,Normal,65.0,Mixed,Organised,57.0,Normal,54.0,Normal,40.0,Normal,Organised,37,Medium,53.0,Press,45.0,Normal,Cover,50.333333333333336,45.0,47.66666666666667
45,1861,9865,2015-09-10 00:00:00,46,Balanced,41.0,Normal,65.0,Mixed,Organised,57.0,Normal,54.0,Normal,40.0,Normal,Organised,37,Medium,53.0,Press,45.0,Normal,Cover,50.333333333333336,45.0,47.66666666666667
46,229,8635,2010-02-22 00:00:00,50,Balanced,49.0,Little,35.0,Mixed,Organised,70.0,Risky,50.0,Normal,60.0,Normal,Organised,69,High,50.0,Press,70.0,Wide,Cover,60.0,63.0,61.5
47,229,8635,2011-02-22 00:00:00,50,Balanced,49.0,Little,52.0,Mixed,Free Form,70.0,Risky,50.0,Normal,60.0,Normal,Organised,69,High,50.0,Press,70.0,Wide,Offside Trap,60.0,63.0,61.5
48,229,8635,2012-02-22 00:00:00,52,Balanced,49.0,Little,41.0,Mixed,Organised,53.0,Normal,57.0,Normal,47.0,Normal,Organised,45,Medium,43.0,Press,52.0,Normal,Cover,52.333333333333336,46.666666666666664,49.5
49,229,8635,2013-09-20 00:00:00,52,Balanced,49.0,Little,41.0,Mixed,Organised,68.0,Risky,67.0,Lots,47.0,Normal,Organised,60,Medium,43.0,Press,65.0,Normal,Cover,60.666666666666664,56.0,58.33333333333333
50,229,8635,2014-09-19 00:00:00,52,Balanced,46.0,Normal,51.0,Mixed,Organised,60.0,Normal,53.0,Normal,47.0,Normal,Organised,60,Medium,50.0,Press,65.0,Normal,Cover,53.333333333333336,58.333333333333336,55.833333333333336
51,229,8635,2015-09-10 00:00:00,52,Balanced,46.0,Normal,51.0,Mixed,Organised,60.0,Normal,53.0,Normal,47.0,Normal,Organised,53,Medium,50.0,Press,61.0,Normal,Cover,53.333333333333336,54.666666666666664,54.0
52,1530,8121,2010-02-22 00:00:00,45,Balanced,49.0,Little,35.0,Mixed,Organised,35.0,Normal,50.0,Normal,60.0,Normal,Organised,30,Deep,55.0,Press,30.5,Narrow,Offside Trap,48.333333333333336,38.5,43.41666666666667
53,1530,8121,2011-02-22 00:00:00,65,Balanced,49.0,Little,50.0,Mixed,Organised,50.0,Normal,65.0,Normal,65.0,Normal,Organised,45,Medium,45.0,Press,50.0,Normal,Cover,60.0,46.666666666666664,53.33333333333333
54,1530,8121,2012-02-22 00:00:00,50,Balanced,49.0,Little,50.0,Mixed,Organised,52.0,Normal,52.0,Normal,48.0,Normal,Organised,44,Medium,44.0,Press,51.0,Normal,Cover,50.666666666666664,46.333333333333336,48.5
55,1530,8121,2013-09-20 00:00:00,50,Balanced,49.0,Little,50.0,Mixed,Organised,52.0,Normal,52.0,Normal,48.0,Normal,Organised,44,Medium,44.0,Press,51.0,Normal,Cover,50.666666666666664,46.333333333333336,48.5
56,1530,8121,2014-09-19 00:00:00,48,Balanced,61.0,Normal,50.0,Mixed,Organised,40.0,Normal,52.0,Normal,48.0,Normal,Organised,44,Medium,44.0,Press,51.0,Normal,Cover,46.666666666666664,46.333333333333336,46.5
57,1530,8121,2015-09-10 00:00:00,48,Balanced,61.0,Normal,50.0,Mixed,Organised,40.0,Normal,52.0,Normal,48.0,Normal,Organised,44,Medium,44.0,Press,51.0,Normal,Cover,46.666666666666664,46.333333333333336,46.5
58,111082,8322,2010-02-22 00:00:00,30,Slow,49.0,Little,45.0,Mixed,Organised,45.0,Normal,35.0,Normal,70.0,Lots,Organised,65,Medium,70.0,Double,70.0,Wide,Cover,50.0,68.33333333333333,59.166666666666664
59,111082,8322,2011-02-22 00:00:00,46,Balanced,49.0,Little,37.0,Mixed,Organised,33.0,Safe,62.0,Normal,52.0,Normal,Organised,47,Medium,48.0,Press,45.0,Normal,Cover,49.0,46.666666666666664,47.83333333333333
60,111989,108893,2010-02-22 00:00:00,50,Balanced,49.0,Little,65.0,Mixed,Organised,30.0,Safe,35.0,Normal,30.0,Little,Organised,30,Deep,50.0,Press,35.0,Normal,Cover,31.666666666666668,38.333333333333336,35.0
61,111989,108893,2011-02-22 00:00:00,50,Balanced,49.0,Little,65.0,Mixed,Organised,35.0,Normal,35.0,Normal,35.0,Normal,Organised,25,Deep,45.0,Press,35.0,Normal,Cover,35.0,35.0,35.0
62,111989,108893,2012-02-22 00:00:00,23,Slow,49.0,Little,33.0,Short,Organised,49.0,Normal,40.0,Normal,43.0,Normal,Organised,44,Medium,32.0,Contain,36.0,Normal,Cover,44.0,37.333333333333336,40.66666666666667
63,111989,108893,2013-09-20 00:00:00,41,Balanced,49.0,Little,48.0,Mixed,Organised,58.0,Normal,40.0,Normal,43.0,Normal,Organised,39,Medium,43.0,Press,58.0,Normal,Cover,47.0,46.666666666666664,46.83333333333333
64,111989,108893,2014-09-19 00:00:00,39,Balanced,48.0,Normal,54.0,Mixed,Organised,49.0,Normal,40.0,Normal,43.0,Normal,Organised,44,Medium,53.0,Press,57.0,Normal,Cover,44.0,51.333333333333336,47.66666666666667
65,111989,108893,2015-09-10 00:00:00,56,Balanced,46.0,Normal,54.0,Mixed,Organised,55.0,Normal,40.0,Normal,43.0,Normal,Organised,48,Medium,53.0,Press,57.0,Normal,Cover,46.0,52.666666666666664,49.33333333333333
66,159,9912,2010-02-22 00:00:00,40,Balanced,49.0,Little,65.0,Mixed,Organised,45.0,Normal,70.0,Lots,50.0,Normal,Organised,45,Medium,40.0,Press,50.0,Normal,Cover,55.0,45.0,50.0
67,159,9912,2011-02-22 00:00:00,46,Balanced,49.0,Little,58.0,Mixed,Organised,45.0,Normal,33.0,Little,42.0,Normal,Organised,38,Medium,48.0,Press,50.0,Normal,Cover,40.0,45.333333333333336,42.66666666666667
68,159,9912,2014-09-19 00:00:00,62,Balanced,49.0,Normal,55.0,Mixed,Organised,56.0,Normal,51.0,Normal,52.0,Normal,Organised,36,Medium,54.0,Press,48.0,Normal,Cover,53.0,46.0,49.5
69,112513,158085,2014-09-19 00:00:00,69,Fast,66.0,Normal,39.0,Mixed,Organised,55.0,Normal,59.0,Normal,46.0,Normal,Organised,35,Medium,37.0,Press,37.0,Normal,Cover,53.333333333333336,36.333333333333336,44.833333333333336
70,112513,158085,2015-09-10 00:00:00,65,Balanced,66.0,Normal,39.0,Mixed,Organised,55.0,Normal,59.0,Normal,46.0,Normal,Organised,37,Medium,39.0,Press,37.0,Normal,Cover,53.333333333333336,37.666666666666664,45.5
71,1,9825,2010-02-22 00:00:00,66,Balanced,49.0,Little,30.0,Short,Free Form,30.0,Safe,45.0,Normal,35.0,Normal,Free Form,30,Deep,40.0,Press,50.0,Normal,Cover,36.666666666666664,40.0,38.33333333333333
72,1,9825,2011-02-22 00:00:00,75,Fast,49.0,Little,40.0,Mixed,Free Form,40.0,Normal,45.0,Normal,65.0,Normal,Free Form,50,Medium,40.0,Press,45.0,Normal,Cover,50.0,45.0,47.5
73,1,9825,2012-02-22 00:00:00,25,Slow,49.0,Little,32.0,Short,Organised,41.0,Normal,34.0,Normal,30.0,Little,Free Form,57,Medium,57.0,Press,52.0,Normal,Cover,35.0,55.333333333333336,45.16666666666667
74,1,9825,2013-09-20 00:00:00,30,Slow,49.0,Little,29.0,Short,Organised,41.0,Normal,55.0,Normal,39.0,Normal,Free Form,64,Medium,54.0,Press,52.0,Normal,Cover,45.0,56.666666666666664,50.83333333333333
75,1,9825,2014-09-19 00:00:00,59,Balanced,51.0,Normal,26.0,Short,Organised,28.0,Safe,55.0,Normal,64.0,Normal,Free Form,51,Medium,44.0,Press,52.0,Normal,Cover,49.0,49.0,49.0
76,1,9825,2015-09-10 00:00:00,59,Balanced,51.0,Normal,30.0,Short,Organised,28.0,Safe,44.0,Normal,46.0,Normal,Free Form,51,Medium,44.0,Press,52.0,Normal,Cover,39.333333333333336,49.0,44.16666666666667
77,2,10252,2010-02-22 00:00:00,70,Fast,49.0,Little,59.0,Mixed,Organised,65.0,Normal,70.0,Lots,50.0,Normal,Free Form,30,Deep,70.0,Double,30.5,Narrow,Cover,61.666666666666664,43.5,52.58333333333333
78,2,10252,2011-02-22 00:00:00,65,Balanced,49.0,Little,50.0,Mixed,Organised,45.0,Normal,55.0,Normal,50.0,Normal,Organised,35,Medium,45.0,Press,65.0,Normal,Cover,50.0,48.333333333333336,49.16666666666667
79,2,10252,2012-02-22 00:00:00,67,Fast,49.0,Little,58.0,Mixed,Organised,44.0,Normal,60.0,Normal,56.0,Normal,Organised,43,Medium,50.0,Press,52.0,Normal,Cover,53.333333333333336,48.333333333333336,50.833333333333336
80,2,10252,2013-09-20 00:00:00,63,Balanced,49.0,Little,59.0,Mixed,Organised,52.0,Normal,55.0,Normal,34.0,Normal,Organised,39,Medium,41.0,Press,54.0,Normal,Cover,47.0,44.666666666666664,45.83333333333333
81,2,10252,2014-09-19 00:00:00,66,Balanced,32.0,Little,72.0,Long,Organised,63.0,Normal,48.0,Normal,56.0,Normal,Organised,39,Medium,42.0,Press,52.0,Normal,Cover,55.666666666666664,44.333333333333336,50.0
82,2,10252,2015-09-10 00:00:00,63,Balanced,37.0,Normal,54.0,Mixed,Organised,60.0,Normal,48.0,Normal,38.0,Normal,Organised,35,Medium,44.0,Press,54.0,Normal,Cover,48.666666666666664,44.333333333333336,46.5
83,39,8524,2010-02-22 00:00:00,35,Balanced,49.0,Little,40.0,Mixed,Organised,35.0,Normal,30.0,Little,55.0,Normal,Organised,30,Deep,30.0,Contain,55.0,Normal,Offside Trap,40.0,38.333333333333336,39.16666666666667
84,39,8524,2011-02-22 00:00:00,65,Balanced,49.0,Little,50.0,Mixed,Organised,50.0,Normal,65.0,Normal,55.0,Normal,Organised,45,Medium,55.0,Press,65.0,Normal,Cover,56.666666666666664,55.0,55.83333333333333
85,39,8524,2012-02-22 00:00:00,40,Balanced,49.0,Little,50.0,Mixed,Organised,53.0,Normal,47.0,Normal,50.0,Normal,Organised,55,Medium,42.0,Press,50.0,Normal,Cover,50.0,49.0,49.5
86,39,8524,2013-09-20 00:00:00,64,Balanced,49.0,Little,36.0,Mixed,Organised,38.0,Normal,49.0,Normal,51.0,Normal,Free Form,54,Medium,53.0,Press,49.0,Normal,Cover,46.0,52.0,49.0
87,39,8524,2014-09-19 00:00:00,64,Balanced,45.0,Normal,37.0,Mixed,Organised,38.0,Normal,49.0,Normal,51.0,Normal,Organised,36,Medium,66.0,Press,49.0,Normal,Cover,46.0,50.333333333333336,48.16666666666667
88,39,8524,2015-09-10 00:00:00,64,Balanced,45.0,Normal,37.0,Mixed,Organised,38.0,Normal,49.0,Normal,51.0,Normal,Organised,36,Medium,63.0,Press,49.0,Normal,Cover,46.0,49.333333333333336,47.66666666666667
89,448,8315,2010-02-22 00:00:00,60,Balanced,49.0,Little,45.0,Mixed,Organised,35.0,Normal,70.0,Lots,55.0,Normal,Organised,30,Deep,70.0,Double,35.0,Normal,Cover,53.333333333333336,45.0,49.16666666666667
90,448,8315,2011-02-22 00:00:00,70,Fast,49.0,Little,69.0,Long,Organised,55.0,Normal,72.0,Lots,57.0,Normal,Organised,48,Medium,67.0,Double,55.0,Normal,Cover,61.333333333333336,56.666666666666664,59.0
91,448,8315,2012-02-22 00:00:00,42,Balanced,49.0,Little,59.0,Mixed,Organised,36.0,Normal,78.0,Lots,59.0,Normal,Organised,37,Medium,60.0,Press,68.0,Wide,Cover,57.666666666666664,55.0,56.33333333333333
92,448,8315,2013-09-20 00:00:00,46,Balanced,49.0,Little,38.0,Mixed,Organised,52.0,Normal,73.0,Lots,37.0,Normal,Free Form,37,Medium,60.0,Press,68.0,Wide,Cover,54.0,55.0,54.5
93,448,8315,2014-09-19 00:00:00,46,Balanced,41.0,Normal,38.0,Mixed,Organised,52.0,Normal,68.0,Lots,37.0,Normal,Organised,37,Medium,60.0,Press,65.0,Normal,Cover,52.333333333333336,54.0,53.16666666666667
94,448,8315,2015-09-10 00:00:00,46,Balanced,46.0,Normal,39.0,Mixed,Organised,50.0,Normal,60.0,Normal,36.0,Normal,Free Form,49,Medium,57.0,Press,50.0,Normal,Cover,48.666666666666664,52.0,50.33333333333333
95,240,9906,2010-02-22 00:00:00,64,Balanced,49.0,Little,30.0,Short,Free Form,65.0,Normal,50.0,Normal,70.0,Lots,Free Form,69,High,34.0,Press,55.0,Normal,Offside Trap,61.666666666666664,52.666666666666664,57.166666666666664
96,240,9906,2011-02-22 00:00:00,57,Balanced,49.0,Little,54.0,Mixed,Organised,58.0,Normal,69.0,Lots,79.0,Lots,Organised,58,Medium,48.0,Press,54.0,Normal,Cover,68.66666666666667,53.333333333333336,61.0
97,240,9906,2012-02-22 00:00:00,47,Balanced,49.0,Little,51.0,Mixed,Organised,67.0,Risky,63.0,Normal,54.0,Normal,Organised,52,Medium,37.0,Press,55.0,Normal,Cover,61.333333333333336,48.0,54.66666666666667
98,240,9906,2013-09-20 00:00:00,47,Balanced,49.0,Little,51.0,Mixed,Organised,70.0,Risky,65.0,Normal,54.0,Normal,Organised,52,Medium,37.0,Press,55.0,Normal,Cover,63.0,48.0,55.5
99,240,9906,2014-09-19 00:00:00,47,Balanced,52.0,Normal,51.0,Mixed,Organised,67.0,Risky,67.0,Lots,54.0,Normal,Organised,52,Medium,37.0,Press,55.0,Normal,Cover,62.666666666666664,48.0,55.33333333333333
100,240,9906,2015-09-10 00:00:00,57,Balanced,50.0,Normal,50.0,Mixed,Organised,61.0,Normal,62.0,Normal,49.0,Normal,Organised,49,Medium,42.0,Press,52.0,Normal,Cover,57.333333333333336,47.666666666666664,52.5
101,100409,8406,2010-02-22 00:00:00,45,Balanced,49.0,Little,45.0,Mixed,Organised,35.0,Normal,70.0,Lots,70.0,Lots,Organised,45,Medium,55.0,Press,45.0,Normal,Cover,58.333333333333336,48.333333333333336,53.333333333333336
102,100409,8406,2011-02-22 00:00:00,68,Fast,49.0,Little,40.0,Mixed,Organised,52.0,Normal,64.0,Normal,72.0,Lots,Organised,59,Medium,49.0,Press,42.0,Normal,Cover,62.666666666666664,50.0,56.33333333333333
103,100409,8406,2012-02-22 00:00:00,55,Balanced,49.0,Little,55.0,Mixed,Organised,49.0,Normal,57.0,Normal,55.0,Normal,Organised,47,Medium,58.0,Press,56.0,Normal,Cover,53.666666666666664,53.666666666666664,53.666666666666664
104,100409,8406,2013-09-20 00:00:00,40,Balanced,49.0,Little,55.0,Mixed,Organised,49.0,Normal,72.0,Lots,53.0,Normal,Organised,33,Deep,43.0,Press,52.0,Normal,Cover,58.0,42.666666666666664,50.33333333333333
105,100409,8406,2014-09-19 00:00:00,62,Balanced,38.0,Normal,69.0,Long,Organised,41.0,Normal,63.0,Normal,56.0,Normal,Organised,47,Medium,55.0,Press,52.0,Normal,Cover,53.333333333333336,51.333333333333336,52.333333333333336
106,100409,8406,2015-09-10 00:00:00,59,Balanced,51.0,Normal,55.0,Mixed,Organised,49.0,Normal,62.0,Normal,55.0,Normal,Organised,34,Medium,50.0,Press,59.0,Normal,Cover,55.333333333333336,47.666666666666664,51.5
107,57,8583,2010-02-22 00:00:00,30,Slow,49.0,Little,70.0,Long,Organised,35.0,Normal,65.0,Normal,35.0,Normal,Organised,30,Deep,55.0,Press,30.5,Narrow,Cover,45.0,38.5,41.75
108,57,8583,2011-02-22 00:00:00,35,Balanced,49.0,Little,65.0,Mixed,Organised,35.0,Normal,65.0,Normal,50.0,Normal,Organised,35,Medium,45.0,Press,65.0,Normal,Cover,50.0,48.333333333333336,49.16666666666667
109,57,8583,2012-02-22 00:00:00,64,Balanced,49.0,Little,49.0,Mixed,Organised,51.0,Normal,63.0,Normal,50.0,Normal,Organised,34,Medium,45.0,Press,36.0,Normal,Cover,54.666666666666664,38.333333333333336,46.5
110,57,8583,2013-09-20 00:00:00,64,Balanced,49.0,Little,49.0,Mixed,Organised,51.0,Normal,63.0,Normal,50.0,Normal,Organised,34,Medium,45.0,Press,41.0,Normal,Cover,54.666666666666664,40.0,47.33333333333333
111,57,8583,2014-09-19 00:00:00,64,Balanced,55.0,Normal,49.0,Mixed,Organised,51.0,Normal,63.0,Normal,50.0,Normal,Organised,34,Medium,45.0,Press,36.0,Normal,Cover,54.666666666666664,38.333333333333336,46.5
112,57,8583,2015-09-10 00:00:00,64,Balanced,55.0,Normal,49.0,Mixed,Organised,51.0,Normal,63.0,Normal,50.0,Normal,Organised,34,Medium,45.0,Press,40.0,Normal,Cover,54.666666666666664,39.666666666666664,47.166666666666664
